<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GBPCB,D,20200228,000000,84.8990000,84.8990000,84.8990000,84.8990000,0
GBPCB,D,20200229,000000,86.2307000,86.2307000,86.2307000,86.2307000,0
GBPCB,D,20200303,000000,84.8195000,84.8195000,84.8195000,84.8195000,0
GBPCB,D,20200304,000000,84.9217000,84.9217000,84.9217000,84.9217000,0
GBPCB,D,20200305,000000,84.5011000,84.5011000,84.5011000,84.5011000,0
GBPCB,D,20200306,000000,85.3990000,85.3990000,85.3990000,85.3990000,0
GBPCB,D,20200307,000000,87.5972000,87.5972000,87.5972000,87.5972000,0
GBPCB,D,20200311,000000,94.0520000,94.0520000,94.0520000,94.0520000,0
GBPCB,D,20200312,000000,92.5277000,92.5277000,92.5277000,92.5277000,0
GBPCB,D,20200313,000000,94.7329000,94.7329000,94.7329000,94.7329000,0
GBPCB,D,20200314,000000,92.2684000,92.2684000,92.2684000,92.2684000,0
GBPCB,D,20200317,000000,91.7015000,91.7015000,91.7015000,91.7015000,0
GBPCB,D,20200318,000000,90.2192000,90.2192000,90.2192000,90.2192000,0
GBPCB,D,20200319,000000,93.0263000,93.0263000,93.0263000,93.0263000,0
GBPCB,D,20200320,000000,92.4851000,92.4851000,92.4851000,92.4851000,0
GBPCB,D,20200321,000000,92.4981000,92.4981000,92.4981000,92.4981000,0
GBPCB,D,20200324,000000,93.9600000,93.9600000,93.9600000,93.9600000,0
GBPCB,D,20200325,000000,91.8200000,91.8200000,91.8200000,91.8200000,0
GBPCB,D,20200326,000000,92.2778000,92.2778000,92.2778000,92.2778000,0
GBPCB,D,20200327,000000,93.8291000,93.8291000,93.8291000,93.8291000,0
GBPCB,D,20200328,000000,94.5771000,94.5771000,94.5771000,94.5771000,0
GBPCB,D,20200407,000000,93.9429000,93.9429000,93.9429000,93.9429000,0
GBPCB,D,20200408,000000,93.0662000,93.0662000,93.0662000,93.0662000,0
GBPCB,D,20200409,000000,93.2330000,93.2330000,93.2330000,93.2330000,0
GBPCB,D,20200410,000000,92.5177000,92.5177000,92.5177000,92.5177000,0
GBPCB,D,20200411,000000,91.9607000,91.9607000,91.9607000,91.9607000,0
GBPCB,D,20200414,000000,91.9277000,91.9277000,91.9277000,91.9277000,0
GBPCB,D,20200415,000000,92.1203000,92.1203000,92.1203000,92.1203000,0
GBPCB,D,20200416,000000,92.2684000,92.2684000,92.2684000,92.2684000,0
GBPCB,D,20200417,000000,93.3301000,93.3301000,93.3301000,93.3301000,0
GBPCB,D,20200418,000000,92.0456000,92.0456000,92.0456000,92.0456000,0
GBPCB,D,20200421,000000,92.8916000,92.8916000,92.8916000,92.8916000,0
GBPCB,D,20200422,000000,94.4891000,94.4891000,94.4891000,94.4891000,0
GBPCB,D,20200423,000000,94.8998000,94.8998000,94.8998000,94.8998000,0
GBPCB,D,20200424,000000,92.7092000,92.7092000,92.7092000,92.7092000,0
GBPCB,D,20200425,000000,91.9309000,91.9309000,91.9309000,91.9309000,0
GBPCB,D,20200428,000000,92.5613000,92.5613000,92.5613000,92.5613000,0
GBPCB,D,20200429,000000,92.9746000,92.9746000,92.9746000,92.9746000,0
GBPCB,D,20200430,000000,91.7359000,91.7359000,91.7359000,91.7359000,0
GBPCB,D,20200501,000000,90.6679000,90.6679000,90.6679000,90.6679000,0
GBPCB,D,20200507,000000,91.5402000,91.5402000,91.5402000,91.5402000,0
GBPCB,D,20200508,000000,91.6455000,91.6455000,91.6455000,91.6455000,0
GBPCB,D,20200509,000000,91.5059000,91.5059000,91.5059000,91.5059000,0
GBPCB,D,20200513,000000,90.5571000,90.5571000,90.5571000,90.5571000,0
GBPCB,D,20200514,000000,90.3144000,90.3144000,90.3144000,90.3144000,0
GBPCB,D,20200515,000000,90.2683000,90.2683000,90.2683000,90.2683000,0
GBPCB,D,20200516,000000,89.3840000,89.3840000,89.3840000,89.3840000,0
GBPCB,D,20200519,000000,88.4296000,88.4296000,88.4296000,88.4296000,0
GBPCB,D,20200520,000000,88.5352000,88.5352000,88.5352000,88.5352000,0
GBPCB,D,20200521,000000,88.5057000,88.5057000,88.5057000,88.5057000,0
GBPCB,D,20200522,000000,86.5556000,86.5556000,86.5556000,86.5556000,0
GBPCB,D,20200523,000000,87.5216000,87.5216000,87.5216000,87.5216000,0
GBPCB,D,20200526,000000,87.1326000,87.1326000,87.1326000,87.1326000,0
GBPCB,D,20200527,000000,87.2400000,87.2400000,87.2400000,87.2400000,0
GBPCB,D,20200528,000000,87.4650000,87.4650000,87.4650000,87.4650000,0
GBPCB,D,20200529,000000,87.0919000,87.0919000,87.0919000,87.0919000,0
GBPCB,D,20200530,000000,87.0603000,87.0603000,87.0603000,87.0603000,0
GBPCB,D,20200602,000000,86.4561000,86.4561000,86.4561000,86.4561000,0
GBPCB,D,20200603,000000,86.4289000,86.4289000,86.4289000,86.4289000,0
GBPCB,D,20200604,000000,86.0007000,86.0007000,86.0007000,86.0007000,0
GBPCB,D,20200605,000000,86.3379000,86.3379000,86.3379000,86.3379000,0
GBPCB,D,20200606,000000,86.8468000,86.8468000,86.8468000,86.8468000,0
GBPCB,D,20200609,000000,86.6883000,86.6883000,86.6883000,86.6883000,0
GBPCB,D,20200610,000000,86.9007000,86.9007000,86.9007000,86.9007000,0
GBPCB,D,20200611,000000,87.6462000,87.6462000,87.6462000,87.6462000,0
GBPCB,D,20200612,000000,87.6673000,87.6673000,87.6673000,87.6673000,0
GBPCB,D,20200616,000000,88.2613000,88.2613000,88.2613000,88.2613000,0
GBPCB,D,20200617,000000,88.0624000,88.0624000,88.0624000,88.0624000,0
GBPCB,D,20200618,000000,87.3600000,87.3600000,87.3600000,87.3600000,0
GBPCB,D,20200619,000000,87.1687000,87.1687000,87.1687000,87.1687000,0
GBPCB,D,20200620,000000,86.3951000,86.3951000,86.3951000,86.3951000,0
GBPCB,D,20200623,000000,86.2846000,86.2846000,86.2846000,86.2846000,0
GBPCB,D,20200624,000000,86.0263000,86.0263000,86.0263000,86.0263000,0
GBPCB,D,20200625,000000,85.9300000,85.9300000,85.9300000,85.9300000,0
GBPCB,D,20200626,000000,86.4157000,86.4157000,86.4157000,86.4157000,0
GBPCB,D,20200627,000000,85.7607000,85.7607000,85.7607000,85.7607000,0
GBPCB,D,20200630,000000,86.3619000,86.3619000,86.3619000,86.3619000,0
GBPCB,D,20200701,000000,86.5724000,86.5724000,86.5724000,86.5724000,0
GBPCB,D,20200702,000000,87.3965000,87.3965000,87.3965000,87.3965000,0
GBPCB,D,20200703,000000,88.2485000,88.2485000,88.2485000,88.2485000,0
GBPCB,D,20200704,000000,87.8711000,87.8711000,87.8711000,87.8711000,0
GBPCB,D,20200707,000000,89.0905000,89.0905000,89.0905000,89.0905000,0
GBPCB,D,20200708,000000,90.0272000,90.0272000,90.0272000,90.0272000,0
GBPCB,D,20200709,000000,89.3679000,89.3679000,89.3679000,89.3679000,0
GBPCB,D,20200710,000000,89.5994000,89.5994000,89.5994000,89.5994000,0
GBPCB,D,20200711,000000,89.6712000,89.6712000,89.6712000,89.6712000,0
GBPCB,D,20200714,000000,89.1990000,89.1990000,89.1990000,89.1990000,0
GBPCB,D,20200715,000000,88.9805000,88.9805000,88.9805000,88.9805000,0
GBPCB,D,20200716,000000,89.3493000,89.3493000,89.3493000,89.3493000,0
GBPCB,D,20200717,000000,89.3522000,89.3522000,89.3522000,89.3522000,0
GBPCB,D,20200718,000000,89.9507000,89.9507000,89.9507000,89.9507000,0
GBPCB,D,20200721,000000,90.5292000,90.5292000,90.5292000,90.5292000,0
GBPCB,D,20200722,000000,90.0427000,90.0427000,90.0427000,90.0427000,0
GBPCB,D,20200723,000000,89.5611000,89.5611000,89.5611000,89.5611000,0
GBPCB,D,20200724,000000,90.2224000,90.2224000,90.2224000,90.2224000,0
GBPCB,D,20200725,000000,91.1864000,91.1864000,91.1864000,91.1864000,0
GBPCB,D,20200728,000000,91.8793000,91.8793000,91.8793000,91.8793000,0
GBPCB,D,20200729,000000,92.4526000,92.4526000,92.4526000,92.4526000,0
GBPCB,D,20200730,000000,93.6307000,93.6307000,93.6307000,93.6307000,0
GBPCB,D,20200731,000000,95.2329000,95.2329000,95.2329000,95.2329000,0
GBPCB,D,20200801,000000,96.3277000,96.3277000,96.3277000,96.3277000,0
GBPCB,D,20200804,000000,97.1107000,97.1107000,97.1107000,97.1107000,0
GBPCB,D,20200805,000000,95.8130000,95.8130000,95.8130000,95.8130000,0
GBPCB,D,20200806,000000,95.6971000,95.6971000,95.6971000,95.6971000,0
GBPCB,D,20200807,000000,96.1714000,96.1714000,96.1714000,96.1714000,0
GBPCB,D,20200808,000000,96.4211000,96.4211000,96.4211000,96.4211000,0
GBPCB,D,20200811,000000,96.3280000,96.3280000,96.3280000,96.3280000,0
GBPCB,D,20200812,000000,95.7270000,95.7270000,95.7270000,95.7270000,0
GBPCB,D,20200813,000000,95.6743000,95.6743000,95.6743000,95.6743000,0
GBPCB,D,20200814,000000,96.2481000,96.2481000,96.2481000,96.2481000,0
GBPCB,D,20200815,000000,95.6710000,95.6710000,95.6710000,95.6710000,0
GBPCB,D,20200818,000000,95.4635000,95.4635000,95.4635000,95.4635000,0
GBPCB,D,20200819,000000,96.6073000,96.6073000,96.6073000,96.6073000,0
GBPCB,D,20200820,000000,97.0346000,97.0346000,97.0346000,97.0346000,0
GBPCB,D,20200821,000000,96.4631000,96.4631000,96.4631000,96.4631000,0
GBPCB,D,20200822,000000,97.7822000,97.7822000,97.7822000,97.7822000,0
GBPCB,D,20200825,000000,97.3765000,97.3765000,97.3765000,97.3765000,0
GBPCB,D,20200826,000000,97.5146000,97.5146000,97.5146000,97.5146000,0
GBPCB,D,20200827,000000,99.3323000,99.3323000,99.3323000,99.3323000,0
GBPCB,D,20200828,000000,99.4236000,99.4236000,99.4236000,99.4236000,0
GBPCB,D,20200829,000000,99.0971000,99.0971000,99.0971000,99.0971000,0
GBPCB,D,20200901,000000,98.1813000,98.1813000,98.1813000,98.1813000,0
GBPCB,D,20200902,000000,98.8098000,98.8098000,98.8098000,98.8098000,0
GBPCB,D,20200903,000000,98.5793000,98.5793000,98.5793000,98.5793000,0
GBPCB,D,20200904,000000,100.3347000,100.3347000,100.3347000,100.3347000,0
GBPCB,D,20200905,000000,99.9398000,99.9398000,99.9398000,99.9398000,0
GBPCB,D,20200908,000000,99.9615000,99.9615000,99.9615000,99.9615000,0
GBPCB,D,20200909,000000,99.7034000,99.7034000,99.7034000,99.7034000,0
GBPCB,D,20200910,000000,98.5504000,98.5504000,98.5504000,98.5504000,0
GBPCB,D,20200911,000000,98.2611000,98.2611000,98.2611000,98.2611000,0
GBPCB,D,20200912,000000,96.0534000,96.0534000,96.0534000,96.0534000,0
GBPCB,D,20200915,000000,96.0160000,96.0160000,96.0160000,96.0160000,0
GBPCB,D,20200916,000000,96.9705000,96.9705000,96.9705000,96.9705000,0
GBPCB,D,20200917,000000,96.6644000,96.6644000,96.6644000,96.6644000,0
GBPCB,D,20200918,000000,97.3839000,97.3839000,97.3839000,97.3839000,0
GBPCB,D,20200919,000000,97.4439000,97.4439000,97.4439000,97.4439000,0
GBPCB,D,20200922,000000,97.7850000,97.7850000,97.7850000,97.7850000,0
GBPCB,D,20200923,000000,97.7719000,97.7719000,97.7719000,97.7719000,0
GBPCB,D,20200924,000000,96.8022000,96.8022000,96.8022000,96.8022000,0
GBPCB,D,20200925,000000,98.2244000,98.2244000,98.2244000,98.2244000,0
GBPCB,D,20200926,000000,98.0908000,98.0908000,98.0908000,98.0908000,0
GBPCB,D,20200929,000000,100.7701000,100.7701000,100.7701000,100.7701000,0
GBPCB,D,20200930,000000,102.6097000,102.6097000,102.6097000,102.6097000,0
GBPCB,D,20201001,000000,101.0729000,101.0729000,101.0729000,101.0729000,0
GBPCB,D,20201002,000000,99.4792000,99.4792000,99.4792000,99.4792000,0
GBPCB,D,20201003,000000,101.0114000,101.0114000,101.0114000,101.0114000,0
GBPCB,D,20201006,000000,101.1603000,101.1603000,101.1603000,101.1603000,0
GBPCB,D,20201007,000000,101.8142000,101.8142000,101.8142000,101.8142000,0
GBPCB,D,20201008,000000,100.8716000,100.8716000,100.8716000,100.8716000,0
GBPCB,D,20201009,000000,101.0255000,101.0255000,101.0255000,101.0255000,0
GBPCB,D,20201010,000000,99.7056000,99.7056000,99.7056000,99.7056000,0
GBPCB,D,20201013,000000,100.3621000,100.3621000,100.3621000,100.3621000,0
GBPCB,D,20201014,000000,100.7416000,100.7416000,100.7416000,100.7416000,0
GBPCB,D,20201015,000000,99.6859000,99.6859000,99.6859000,99.6859000,0
GBPCB,D,20201016,000000,101.1584000,101.1584000,101.1584000,101.1584000,0
GBPCB,D,20201017,000000,100.8625000,100.8625000,100.8625000,100.8625000,0
GBPCB,D,20201020,000000,101.2234000,101.2234000,101.2234000,101.2234000,0
GBPCB,D,20201021,000000,100.6836000,100.6836000,100.6836000,100.6836000,0
GBPCB,D,20201022,000000,100.5116000,100.5116000,100.5116000,100.5116000,0
GBPCB,D,20201023,000000,101.2226000,101.2226000,101.2226000,101.2226000,0
GBPCB,D,20201024,000000,100.1943000,100.1943000,100.1943000,100.1943000,0
GBPCB,D,20201027,000000,99.5228000,99.5228000,99.5228000,99.5228000,0
GBPCB,D,20201028,000000,99.4458000,99.4458000,99.4458000,99.4458000,0
GBPCB,D,20201029,000000,100.8796000,100.8796000,100.8796000,100.8796000,0
GBPCB,D,20201030,000000,102.4678000,102.4678000,102.4678000,102.4678000,0
GBPCB,D,20201031,000000,102.5449000,102.5449000,102.5449000,102.5449000,0
GBPCB,D,20201103,000000,103.7080000,103.7080000,103.7080000,103.7080000,0
GBPCB,D,20201104,000000,103.7208000,103.7208000,103.7208000,103.7208000,0
GBPCB,D,20201106,000000,102.1417000,102.1417000,102.1417000,102.1417000,0
GBPCB,D,20201107,000000,101.4630000,101.4630000,101.4630000,101.4630000,0
GBPCB,D,20201110,000000,101.2605000,101.2605000,101.2605000,101.2605000,0
GBPCB,D,20201111,000000,100.9597000,100.9597000,100.9597000,100.9597000,0
GBPCB,D,20201112,000000,101.1959000,101.1959000,101.1959000,101.1959000,0
GBPCB,D,20201113,000000,101.6682000,101.6682000,101.6682000,101.6682000,0
GBPCB,D,20201114,000000,101.7535000,101.7535000,101.7535000,101.7535000,0
GBPCB,D,20201117,000000,101.6955000,101.6955000,101.6955000,101.6955000,0
GBPCB,D,20201118,000000,100.7455000,100.7455000,100.7455000,100.7455000,0
GBPCB,D,20201119,000000,100.9143000,100.9143000,100.9143000,100.9143000,0
GBPCB,D,20201120,000000,100.7507000,100.7507000,100.7507000,100.7507000,0
GBPCB,D,20201121,000000,100.8071000,100.8071000,100.8071000,100.8071000,0
GBPCB,D,20201124,000000,101.1472000,101.1472000,101.1472000,101.1472000,0
GBPCB,D,20201125,000000,101.3869000,101.3869000,101.3869000,101.3869000,0
GBPCB,D,20201126,000000,100.8315000,100.8315000,100.8315000,100.8315000,0
GBPCB,D,20201127,000000,100.8489000,100.8489000,100.8489000,100.8489000,0
GBPCB,D,20201128,000000,101.3792000,101.3792000,101.3792000,101.3792000,0
GBPCB,D,20201201,000000,101.6507000,101.6507000,101.6507000,101.6507000,0
GBPCB,D,20201202,000000,102.2158000,102.2158000,102.2158000,102.2158000,0
GBPCB,D,20201203,000000,101.0747000,101.0747000,101.0747000,101.0747000,0
GBPCB,D,20201204,000000,100.7900000,100.7900000,100.7900000,100.7900000,0
GBPCB,D,20201205,000000,99.9890000,99.9890000,99.9890000,99.9890000,0
GBPCB,D,20201208,000000,98.5380000,98.5380000,98.5380000,98.5380000,0
GBPCB,D,20201209,000000,98.2943000,98.2943000,98.2943000,98.2943000,0
GBPCB,D,20201210,000000,98.3689000,98.3689000,98.3689000,98.3689000,0
GBPCB,D,20201211,000000,98.1775000,98.1775000,98.1775000,98.1775000,0
GBPCB,D,20201212,000000,96.7371000,96.7371000,96.7371000,96.7371000,0
GBPCB,D,20201215,000000,97.6495000,97.6495000,97.6495000,97.6495000,0
GBPCB,D,20201216,000000,97.8585000,97.8585000,97.8585000,97.8585000,0
GBPCB,D,20201217,000000,99.1465000,99.1465000,99.1465000,99.1465000,0
GBPCB,D,20201218,000000,99.0751000,99.0751000,99.0751000,99.0751000,0
GBPCB,D,20201219,000000,99.2692000,99.2692000,99.2692000,99.2692000,0
GBPCB,D,20201222,000000,99.0973000,99.0973000,99.0973000,99.0973000,0
GBPCB,D,20201223,000000,101.2023000,101.2023000,101.2023000,101.2023000,0
GBPCB,D,20201224,000000,101.1955000,101.1955000,101.1955000,101.1955000,0
GBPCB,D,20201225,000000,101.6017000,101.6017000,101.6017000,101.6017000,0
GBPCB,D,20201226,000000,99.9265000,99.9265000,99.9265000,99.9265000,0
GBPCB,D,20201229,000000,100.0199000,100.0199000,100.0199000,100.0199000,0
GBPCB,D,20201230,000000,99.5470000,99.5470000,99.5470000,99.5470000,0
GBPCB,D,20201231,000000,100.0425000,100.0425000,100.0425000,100.0425000,0
